character,action,zeroindex
16,322,False
16,323,True
16,324,False
16,29,True
16,42,True
16,15,False
16,16,False
16,24,True
16,25,True
16,347,False
16,349,True
16,346,False
16,26,True
16,344,False
16,14,True
16,65,False
16,70,True
16,178,False
16,181,True
16,179,False
16,234,False
16,78,False
16,20,False
16,350,False
16,60,False
16,79,False
16,233,False
16,56,False
16,18,False
16,353,False
16,182,False
16,50,False
16,80,False
16,40,True
16,358,False
16,86,False
16,226,False
16,227,True
16,241,True
16,90,False
16,27,True
16,236,False
16,35,True
16,43,True
16,87,False
16,199,True
16,341,False
16,180,True
16,235,False
16,63,False
16,354,False
16,28,True
16,67,False
16,41,True
16,359,False
16,108,False
16,356,False
16,53,False
16,44,False
16,77,False
16,39,False
16,100,False
16,17,False
16,352,False
16,264,True
16,191,True
16,88,False
16,197,False
16,351,False
16,38,True
16,91,False
16,357,False
16,0,False
16,12,True
16,13,True
16,115,False
16,113,False
16,109,False
16,45,True
16,239,False
16,21,True
16,46,True
16,244,True
16,110,False
16,96,False
16,265,True
16,94,False
16,82,False
16,4,True
16,112,False
16,76,False
16,47,False
16,48,True
16,49,True
16,251,True
16,252,False
16,253,True
16,257,False
16,212,True
16,258,False
16,196,False
16,2,False
16,224,True
16,183,True
16,189,False
