character,action,zeroindex
10,322,False
10,323,False
10,324,False
10,29,False
10,42,True
10,39,False
10,41,False
10,14,False
10,244,True
10,15,False
10,16,False
10,17,False
10,20,False
10,21,False
10,24,False
10,25,False
10,69,False
10,74,False
10,178,False
10,234,False
10,67,False
10,66,False
10,71,False
10,233,False
10,235,False
10,182,False
10,40,False
10,18,False
10,44,False
10,72,False
10,214,False
10,360,False
10,361,False
10,363,False
10,88,False
10,183,False
10,184,False
10,186,False
10,27,False
10,354,False
10,356,False
10,358,False
10,357,False
10,65535,False
10,216,True
10,221,False
10,51,False
10,50,False
10,28,False
10,26,False
10,180,False
10,80,False
10,220,False
10,65,False
