character,action,zeroindex
character,action,zeroindex
character,action,zeroindex
10,322,False
10,323,False
10,324,False
10,29,False
10,42,True
10,14,False
10,39,False
10,244,True
10,20,False
10,24,False
10,25,False
10,67,False
10,72,False
10,69,False
10,74,False
10,27,False
10,40,False
10,360,False
10,361,False
10,363,False
10,41,False
10,350,False
10,351,False
10,352,False
10,35,False
10,0,False
10,12,False
10,13,False
10,15,False
10,28,False
10,65,False
10,70,False
10,353,False
10,356,False
10,359,False
10,43,False
10,354,False
10,18,False
10,26,False
10,16,False
10,17,False
10,66,False
10,71,False
10,60,False
10,365,False
10,366,False
10,368,False
10,358,False
10,178,False
10,180,False
10,179,False
10,364,True
