character,action,zeroindex
17,322,False
17,323,True
17,324,False
17,29,True
17,42,True
17,15,False
17,20,False
17,24,True
17,25,True
17,347,False
17,344,False
17,349,True
17,346,False
17,14,True
17,63,False
17,182,False
17,179,False
17,233,False
17,356,False
17,39,False
17,244,True
17,84,False
17,27,True
17,357,False
17,35,True
17,43,True
17,18,False
17,16,False
17,66,False
17,71,True
17,17,False
17,236,False
17,178,False
17,214,True
17,65535,False
17,216,True
17,218,True
17,67,False
17,72,True
17,21,True
17,181,True
17,180,True
17,60,False
17,65,False
17,85,False
17,234,False
17,26,True
17,70,True
17,56,False
17,79,False
17,28,True
17,50,False
