character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
7,20,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
7,20,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.1581268310546875,0.0,False,False,False
7,20,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.2712478637695312,0.0,False,False,False
7,20,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.2712478637695312,0.0,False,False,False
7,20,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.2712478637695312,0.0,False,False,False
7,20,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.2425003051757812,0.0,False,False,False
7,20,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.1624984741210938,0.0,False,False,False
7,20,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.082500457763672,0.0,False,False,False
7,20,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.082500457763672,0.0,False,False,True
7,65,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.07999992370605469,False,False,False
7,65,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,7,True,4.296599864959717,12.14847469329834,8.486190795898438,True,5.468400001525879,4.822343826293945,7.661806106567383,True,4.296599864959717,0.8424959182739258,7.216766357421875,False,0,0,0,0,0,False,False,False
7,65,8,True,4.296599864959717,12.313449382781982,8.451776504516602,True,5.468400001525879,4.80846643447876,7.565746307373047,True,4.296599864959717,0.842228889465332,7.21955680847168,False,0,0,0,0,0,False,False,False
7,65,9,True,4.296599864959717,12.269906520843506,8.136454582214355,True,5.468400001525879,4.723526477813721,7.376889228820801,True,4.296599864959717,0.8418645858764648,7.222275733947754,False,0,0,0,0,0,False,False,False
7,65,10,True,4.296599864959717,12.006988525390625,7.529623985290527,True,5.468400001525879,4.563920497894287,7.097838401794434,True,4.296599864959717,0.8416299819946289,7.223544120788574,False,0,0,0,0,0,False,False,False
7,65,11,True,4.296599864959717,11.503767490386963,6.723874092102051,True,5.468400001525879,4.32184362411499,6.761527061462402,True,4.296599864959717,0.8417973518371582,7.221966743469238,False,0,0,0,0,0,False,False,False
7,65,12,True,4.296599864959717,10.729265213012695,5.819685459136963,True,5.468400001525879,3.987107992172241,6.403682231903076,True,4.296599864959717,0.8424954414367676,7.216765880584717,False,0,0,0,0,0,False,False,False
7,65,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,16,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,17,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,65,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,68,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.9699997901916504,False,False,False
7,68,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.839999198913574,False,False,False
7,68,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.7099990844726562,False,False,False
7,68,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.5799999237060547,False,False,False
7,68,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.4499988555908203,False,False,False
7,68,6,True,3.9059998989105225,5.237478256225586,10.57895278930664,True,4.68720006942749,12.307500839233398,8.515022277832031,False,0,0,0,False,0,0,0,0,2.3199996948242188,False,False,False
7,68,7,True,3.9059998989105225,4.675349235534668,12.329364776611328,True,4.68720006942749,11.782296180725098,14.375679016113281,False,0,0,0,False,0,0,0,0,2.1899986267089844,False,False,False
7,68,8,True,3.9059998989105225,3.3837995529174805,13.936773300170898,True,4.68720006942749,8.752720832824707,19.018320083618164,False,0,0,0,False,0,0,0,0,2.059999465942383,False,False,False
7,27,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.9624195098876953,False,False,False
7,27,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.781635284423828,False,False,False
7,27,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.600851058959961,False,False,False
7,27,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.4200668334960938,False,False,False
7,27,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.239283561706543,False,False,False
7,27,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.058500289916992,False,False,False
7,27,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.8799991607666016,False,False,False
7,27,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.75,False,False,False
7,27,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.6199989318847656,False,False,False
7,27,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.489999771118164,False,False,False
7,27,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.3599987030029297,False,False,False
7,27,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.2299995422363281,False,False,False
7,27,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.0999984741210938,False,False,False
7,27,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.9699993133544922,False,False,False
7,27,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.8400001525878906,False,False,False
7,27,16,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.7099990844726562,False,False,False
7,27,17,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.5799980163574219,False,False,False
7,27,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.4500007629394531,False,False,False
7,27,19,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.31999969482421875,False,False,False
7,27,20,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.18999862670898438,False,False,False
7,27,21,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.05999755859375,False,False,False
7,27,22,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,69,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
