character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
7,66,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,14,True,5.0777997970581055,5.114166259765625,6.949214935302734,True,3.515399932861328,2.574859619140625,9.173057556152344,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,15,True,5.0777997970581055,4.956634521484375,8.021255493164062,True,3.515399932861328,2.5085678100585938,9.234416961669922,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,16,True,5.0777997970581055,5.697456359863281,7.656063079833984,True,3.515399932861328,3.252105712890625,9.18838119506836,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,17,True,5.0777997970581055,6.4171600341796875,7.220146179199219,True,3.515399932861328,4.05096435546875,9.061416625976562,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,18,True,5.0777997970581055,5.8498077392578125,7.125968933105469,True,3.515399932861328,3.596588134765625,8.921310424804688,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,19,True,5.0777997970581055,5.238410949707031,7.249305725097656,True,3.515399932861328,3.0533065795898438,8.840057373046875,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,20,True,5.0777997970581055,5.51763916015625,7.22833251953125,True,3.515399932861328,3.3104248046875,8.817474365234375,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,21,True,5.0777997970581055,5.775199890136719,7.171577453613281,True,3.515399932861328,3.5441131591796875,8.77972412109375,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,22,True,5.0777997970581055,-6.0066070556640625,7.102753639221191,True,3.515399932861328,-3.7518539428710938,8.731611251831055,False,0,0,0,False,0,0,0,0,0,False,False,False
7,66,23,True,5.0777997970581055,-6.208198547363281,7.0492353439331055,True,3.515399932861328,-3.9311370849609375,8.678411483764648,False,0,0,0,False,0,0,0,0,0,False,False,False
