character,action,zeroindex
9,322,False
9,323,False
9,324,False
9,29,False
9,42,False
9,14,False
9,39,False
9,244,True
9,24,False
9,25,False
9,344,False
9,345,False
9,40,False
9,41,False
9,15,False
9,20,False
9,75,False
9,65,False
9,84,False
9,178,False
9,212,False
9,26,False
9,69,False
9,74,False
9,360,False
9,361,False
9,43,False
9,18,False
9,70,False
9,21,False
9,16,False
9,88,False
9,183,False
9,27,False
9,350,False
9,352,False
9,38,False
9,354,False
9,356,False
9,358,False
9,252,False
9,253,False
9,179,False
9,76,False
9,79,False
9,181,True
9,180,True
9,364,True
9,236,False
9,28,False
9,17,False
9,68,False
9,63,False
9,50,False
9,67,False
9,72,False
9,73,False
9,199,False
9,365,False
9,366,False
9,363,False
9,0,False
9,12,False
9,60,False
9,23,False
9,233,False
9,78,False
9,86,False
9,226,False
9,241,False
9,90,False
9,193,False
9,194,False
9,227,True
9,186,False
9,213,False
9,216,True
9,220,False
9,19,False
9,57,False
9,56,False
9,64,False
9,235,False
9,85,False
9,351,False
9,2,False
9,196,False
9,80,False
9,77,False
9,44,False
9,45,False
9,53,False
9,87,False
9,13,False
9,191,False
9,83,False
