character,action,zeroindex
11,322,False
11,323,True
11,324,False
11,29,True
11,14,True
11,15,False
11,20,False
11,43,True
11,16,False
11,356,False
11,178,False
11,24,True
11,26,True
11,236,False
11,18,False
11,25,True
11,65,False
11,70,True
11,235,False
11,67,False
11,85,False
11,179,False
11,181,True
11,212,True
11,87,False
11,38,True
11,27,True
11,66,False
11,71,True
11,213,False
11,216,True
11,220,False
11,39,False
11,244,True
11,72,True
11,79,False
11,50,False
11,341,False
11,90,False
11,199,True
11,77,False
11,68,False
11,42,True
11,17,False
11,234,False
11,21,True
11,214,True
11,65535,False
11,358,False
11,359,True
11,360,True
11,182,False
11,226,False
11,227,True
11,241,False
11,91,False
11,342,False
11,73,True
11,23,True
11,252,False
11,253,True
11,28,True
11,32,True
11,258,False
11,4,True
11,12,False
11,69,False
11,74,True
11,86,False
11,56,False
11,201,True
11,233,False
11,228,True
11,239,False
11,88,False
11,80,False
11,57,False
11,40,True
11,180,True
11,372,False
11,373,True
11,375,True
11,255,False
11,362,False
11,363,True
11,365,False
11,35,True
11,44,False
11,13,True
11,245,True
11,41,True
11,76,False
11,262,False
11,263,False
11,242,False
11,183,True
11,197,False
11,221,False
11,256,False
11,257,False
11,264,True
