character,action,zeroindex
10,322,False
10,323,False
10,324,False
10,29,False
10,42,False
10,341,False
10,342,False
10,343,False
10,20,False
10,21,False
10,24,False
10,25,False
10,69,False
10,74,False
10,245,False
10,18,False
10,15,False
10,14,False
10,85,False
10,26,False
10,60,False
10,27,False
10,365,False
10,366,False
10,368,False
10,86,False
10,67,False
10,0,False
10,12,False
10,13,False
10,16,False
10,53,False
10,44,False
10,45,False
10,47,False
10,48,False
10,49,False
10,39,False
10,244,True
10,354,False
10,356,False
10,358,False
10,35,False
10,43,False
10,344,False
10,345,False
10,360,False
10,361,False
10,363,False
10,66,False
10,71,False
10,178,False
10,212,False
10,179,False
10,180,False
10,77,False
10,76,False
