character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
9,344,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.0500001907348633,False,False,False
9,344,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.880000114440918,False,False,False
9,344,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.7100000381469727,False,False,False
9,344,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.5399999618530273,False,False,False
9,345,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.36999988555908203,False,False,False
9,345,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.19999980926513672,False,False,False
9,345,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.029999732971191406,False,False,False
9,345,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,345,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,345,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,345,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,345,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,345,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,360,1,True,5.999615669250488,-0.6912851333618164,7.788736479189538,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
9,360,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
9,360,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
9,361,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
9,69,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,5,True,5.155920028686523,2.0754661560058594,6.915580749511719,True,5.987897872924805,3.1090564727783203,4.516323089599609,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,6,True,5.155920028686523,2.303598403930664,7.037609100341797,True,5.987897872924805,3.34521484375,4.643890380859375,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,7,True,5.155920028686523,1.9400501251220703,6.819606781005859,True,5.987897872924805,3.1660709381103516,4.533119201660156,False,0,0,0,False,0,0,0,0,0,False,False,False
9,69,8,True,5.155920028686523,1.2497100830078125,6.414409637451172,True,5.987897872924805,2.7158451080322266,4.267177581787109,False,0,0,0,False,0,0,0,0,0,False,False,False
