character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
10,344,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.0699996948242188,False,False,False
10,344,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.8400001525878906,False,False,False
10,344,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.6100006103515625,False,False,False
10,344,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.3799991607666016,False,False,False
10,345,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.1499996185302734,False,False,False
10,345,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.9200000762939453,False,False,False
10,345,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.6900005340576172,False,False,False
10,345,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.45999908447265625,False,False,False
10,345,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.22999954223632812,False,False,False
10,345,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,True
10,345,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,345,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,345,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,345,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,67,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.530000686645508,False,False,False
10,67,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.299999237060547,False,False,False
10,67,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,2.0699996948242188,False,False,False
10,67,4,True,3.659921884536743,-0.0076751708984375,7.97443962097168,True,4.991868019104004,-8.0433349609375,9.587137222290039,True,3.327911853790283,2.6629562377929688,4.19603157043457,False,0,0,0,0,1.8400001525878906,False,False,False
10,67,5,True,3.659921884536743,-0.009784698486328125,7.97620964050293,True,4.991868019104004,-8.05056381225586,9.56407356262207,True,3.327911853790283,2.8017807006835938,4.157011032104492,False,0,0,0,0,1.6100006103515625,False,False,False
10,67,6,True,3.659921884536743,-0.011951446533203125,7.978031158447266,True,4.991868019104004,-8.062267303466797,9.505912780761719,True,3.327911853790283,2.8745880126953125,4.169525146484375,False,0,0,0,0,1.3799991607666016,False,False,False
10,67,7,True,3.659921884536743,-0.014171600341796875,7.979890823364258,True,4.991868019104004,-8.071266174316406,9.431467056274414,True,3.327911853790283,2.9315414428710938,4.18669319152832,False,0,0,0,0,1.1499996185302734,False,False,False
10,67,8,True,3.327911853790283,-0.0164337158203125,7.981792449951172,True,3.991931915283203,-7.9073944091796875,9.393375396728516,True,3.327911853790283,2.9735450744628906,4.201759338378906,False,0,0,0,0,0.9200000762939453,False,False,False
10,67,9,True,3.327911853790283,-0.018733978271484375,7.983720779418945,True,3.991931915283203,-7.7065582275390625,9.233842849731445,True,3.327911853790283,2.9994163513183594,4.207788467407227,False,0,0,0,0,0.6900005340576172,False,False,False
10,67,10,True,3.327911853790283,-0.02105712890625,7.98567008972168,True,3.991931915283203,-7.466712951660156,9.095552444458008,True,3.327911853790283,3.006298065185547,4.197912216186523,False,0,0,0,0,0.45999908447265625,False,False,False
10,67,11,True,3.327911853790283,-0.02339935302734375,7.987634658813477,True,3.991931915283203,-7.2126617431640625,8.96507453918457,True,3.327911853790283,2.9899063110351562,4.165334701538086,False,0,0,0,0,0.22999954223632812,False,False,False
10,67,12,True,3.327911853790283,-0.025753021240234375,7.98961067199707,True,3.991931915283203,-6.957912445068359,8.84172248840332,True,3.327911853790283,2.9918251037597656,4.159730911254883,False,0,0,0,0,0.0,False,False,False
10,67,13,True,3.327911853790283,-0.028106689453125,7.991582870483398,True,3.991931915283203,-6.7101287841796875,8.72224235534668,True,3.327911853790283,2.993419647216797,4.158349990844727,False,0,0,0,0,0,False,False,False
10,67,14,True,3.327911853790283,-0.030452728271484375,7.993556976318359,True,3.991931915283203,-6.4721221923828125,8.602195739746094,True,3.327911853790283,2.98291015625,4.147190093994141,False,0,0,0,0,0,False,False,False
10,67,15,True,3.327911853790283,-0.032787322998046875,7.995512008666992,True,3.991931915283203,-6.242767333984375,8.476625442504883,True,3.327911853790283,2.947315216064453,4.111417770385742,False,0,0,0,0,0,False,False,False
10,67,16,True,3.327911853790283,-0.03509521484375,7.997447967529297,True,3.991931915283203,-6.0176544189453125,8.340381622314453,True,3.327911853790283,2.8869552612304688,4.0534820556640625,False,0,0,0,0,0,False,False,False
10,67,17,True,3.327911853790283,-0.037372589111328125,7.999357223510742,True,3.991931915283203,-5.789524078369141,8.188314437866211,True,3.327911853790283,2.8322219848632812,4.011167526245117,False,0,0,0,0,0,False,False,False
10,67,18,True,3.327911853790283,-0.039608001708984375,8.00123405456543,True,3.991931915283203,-5.549144744873047,8.004877090454102,True,3.327911853790283,2.7754974365234375,3.9763717651367188,False,0,0,0,0,0,False,False,False
10,67,19,True,3.327911853790283,-0.041797637939453125,8.003072738647461,True,3.991931915283203,-5.283088684082031,7.80107307434082,True,3.327911853790283,2.7104759216308594,3.9425106048583984,False,0,0,0,0,0,False,False,False
10,67,20,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,67,21,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,67,22,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,234,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.4622230529785156,0.0,False,False,False
10,234,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.3155555725097656,0.0,False,False,False
10,234,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.0622215270996094,0.0,False,False,False
10,234,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,5.759998321533203,0.0,False,False,False
10,234,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,2.3639068603515625,0.0,False,False,False
10,234,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.4760932922363281,0.0,False,False,False
10,234,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.1989593505859375,0.0,False,False,False
10,234,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.97833251953125,0.0,False,False,False
10,234,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.1020832061767578,0.0,False,False,False
10,234,16,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.3779163360595703,0.0,False,False,False
10,234,17,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.5016708374023438,0.0,False,False,False
10,234,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.3156852722167969,0,False,False,False
10,234,19,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,20,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,21,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,22,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,23,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,24,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,25,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,26,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,27,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,28,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,29,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,30,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,234,31,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,69,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,69,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,69,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
